남은 시간,학습 진도율,구분,가중치,우선순위 점수
779,59,70,일반,0.5,1.5085
780,260,36,교양,1.0,6.4038
781,62,37,전공,1.5,9.4742
782,34,94,일반,0.5,0.3147
783,78,76,교양,1.0,2.4128
784,168,77,일반,0.5,1.153
785,136,61,일반,0.5,1.9537
786,330,9,교양,1.0,9.103
787,143,0,일반,0.5,5.0035
788,10,24,교양,1.0,7.6999
789,46,49,일반,0.5,2.5609
790,155,74,교양,1.0,2.6065
791,195,46,일반,0.5,2.7026
792,313,18,일반,0.5,4.1016
793,53,72,일반,0.5,1.4094
794,235,99,일반,0.5,0.0521
795,153,84,교양,1.0,1.6065
796,63,6,일반,0.5,4.7079
797,12,10,전공,1.5,13.6249
798,261,56,일반,0.5,2.2019
799,148,43,일반,0.5,2.8534
800,278,18,전공,1.5,12.3054
801,230,50,교양,1.0,5.0043
802,90,25,교양,1.0,7.5111
803,89,88,교양,1.0,1.2112
804,60,36,전공,1.5,9.625
805,173,89,교양,1.0,1.1058
806,87,85,교양,1.0,1.5115
807,234,95,일반,0.5,0.2521
808,292,45,교양,1.0,5.5034
809,74,55,교양,1.0,4.5135
810,235,14,일반,0.5,4.3021
811,48,8,일반,0.5,4.6104
812,231,87,일반,0.5,0.6522
813,183,10,일반,0.5,4.5027
814,267,35,일반,0.5,3.2519
815,307,81,교양,1.0,1.9033
816,332,66,일반,0.5,1.7015
817,326,20,전공,1.5,12.0046
818,7,87,전공,1.5,2.164
819,39,50,일반,0.5,2.5128
820,78,4,일반,0.5,4.8064
821,234,15,전공,1.5,12.7564
822,139,40,전공,1.5,9.0108
823,113,77,전공,1.5,3.4633
824,150,46,전공,1.5,8.11
825,332,11,일반,0.5,4.4515
826,120,32,전공,1.5,10.2125
827,243,87,전공,1.5,1.9562
828,83,30,전공,1.5,10.5181
829,66,43,일반,0.5,2.8576
830,60,99,전공,1.5,0.175
831,139,73,교양,1.0,2.7072
832,210,56,일반,0.5,2.2024
833,32,2,전공,1.5,14.7469
834,226,67,전공,1.5,4.9566
835,17,22,일반,0.5,3.9294
836,313,61,전공,1.5,5.8548
837,329,24,교양,1.0,7.603
838,70,7,교양,1.0,9.3143
839,92,66,일반,0.5,1.7054
840,274,10,교양,1.0,9.0036
841,168,29,일반,0.5,3.553
842,126,66,전공,1.5,5.1119
843,58,94,교양,1.0,0.6172
844,247,99,교양,1.0,0.104
845,23,63,전공,1.5,5.6152
846,256,96,전공,1.5,0.6059
847,278,10,일반,0.5,4.5018
848,89,94,교양,1.0,0.6112
849,15,52,일반,0.5,2.4333
850,278,52,전공,1.5,7.2054
851,269,26,교양,1.0,7.4037
852,58,32,전공,1.5,10.2259
853,215,94,일반,0.5,0.3023
854,305,15,전공,1.5,12.7549
855,77,3,일반,0.5,4.8565
856,96,40,교양,1.0,6.0104
857,81,25,전공,1.5,11.2685
858,195,40,전공,1.5,9.0077
859,332,3,일반,0.5,4.8515
860,248,67,일반,0.5,1.652
861,304,73,전공,1.5,4.0549
862,73,100,교양,1.0,0.0137
863,264,40,전공,1.5,9.0057
864,271,24,전공,1.5,11.4055
865,272,89,전공,1.5,1.6555
866,184,81,일반,0.5,0.9527
867,299,38,교양,1.0,6.2033
868,206,49,일반,0.5,2.5524
869,273,38,교양,1.0,6.2037
870,4,47,일반,0.5,2.7747
871,331,31,일반,0.5,3.4515
872,201,41,일반,0.5,2.9525
873,143,63,교양,1.0,3.707
874,272,10,교양,1.0,9.0037
875,163,97,전공,1.5,0.4592
876,116,11,전공,1.5,13.3629
877,316,70,일반,0.5,1.5016
878,182,51,교양,1.0,4.9055
879,128,78,교양,1.0,2.2078
880,187,98,일반,0.5,0.1027
881,192,47,전공,1.5,7.9578
882,211,28,교양,1.0,7.2047
883,168,47,전공,1.5,7.9589
884,250,62,전공,1.5,5.706
885,308,56,일반,0.5,2.2016
886,295,6,교양,1.0,9.4034
887,334,59,교양,1.0,4.103
888,333,83,일반,0.5,0.8515
889,278,39,교양,1.0,6.1036
890,144,16,일반,0.5,4.2035
891,177,59,전공,1.5,6.1585
892,225,28,일반,0.5,3.6022
893,332,85,교양,1.0,1.503
894,69,44,교양,1.0,5.6145
895,275,19,전공,1.5,12.1555
896,324,46,전공,1.5,8.1046
897,270,70,전공,1.5,4.5056
898,210,25,일반,0.5,3.7524
899,9,10,전공,1.5,13.6665
900,96,54,교양,1.0,4.6104
901,282,72,교양,1.0,2.8035
902,3,39,전공,1.5,9.6483
903,251,68,일반,0.5,1.602
904,319,6,일반,0.5,4.7016
905,41,45,교양,1.0,5.5244
906,62,70,일반,0.5,1.5081
907,227,40,일반,0.5,3.0022
908,87,47,교양,1.0,5.3115
909,118,5,일반,0.5,4.7542
910,93,19,전공,1.5,12.1661
911,106,30,교양,1.0,7.0094
912,320,56,전공,1.5,6.6047
913,186,40,일반,0.5,3.0027
914,29,10,전공,1.5,13.5517
915,156,86,전공,1.5,2.1096
916,129,100,일반,0.5,0.0039
917,60,91,교양,1.0,0.9167
918,27,82,일반,0.5,0.9185
919,32,30,일반,0.5,3.5156
920,256,42,전공,1.5,8.7059
921,14,79,일반,0.5,1.0857
922,244,26,전공,1.5,11.1061
923,303,63,교양,1.0,3.7033
924,311,44,교양,1.0,5.6032
925,333,65,일반,0.5,1.7515
926,17,2,전공,1.5,14.7882
927,132,100,일반,0.5,0.0038
928,334,16,일반,0.5,4.2015
929,134,7,전공,1.5,13.9612
930,322,97,전공,1.5,0.4547
931,202,77,전공,1.5,3.4574
932,38,33,교양,1.0,6.7263
933,192,52,교양,1.0,4.8052
934,93,50,일반,0.5,2.5054
935,81,50,교양,1.0,5.0123
936,22,48,일반,0.5,2.6227
937,270,71,교양,1.0,2.9037
938,101,68,교양,1.0,3.2099
939,147,46,교양,1.0,5.4068
940,233,45,일반,0.5,2.7521
941,35,80,전공,1.5,3.0428
942,165,67,전공,1.5,4.9591
943,55,67,교양,1.0,3.3182
944,134,74,교양,1.0,2.6075
945,315,56,일반,0.5,2.2016
946,275,90,일반,0.5,0.5018
947,300,85,일반,0.5,0.7517
948,283,27,일반,0.5,3.6518
949,184,73,교양,1.0,2.7054
950,125,18,전공,1.5,12.312
951,164,13,교양,1.0,8.7061
952,291,31,일반,0.5,3.4517
953,18,67,전공,1.5,5.0333
954,193,61,교양,1.0,3.9052
955,182,38,교양,1.0,6.2055
956,27,28,일반,0.5,3.6185
957,195,43,교양,1.0,5.7051
958,151,49,교양,1.0,5.1066
959,244,16,일반,0.5,4.202
960,4,4,전공,1.5,14.7741
961,61,71,전공,1.5,4.3746
962,152,13,교양,1.0,8.7066
963,49,64,교양,1.0,3.6204
964,216,3,전공,1.5,14.5569
965,190,70,교양,1.0,3.0053
966,149,66,교양,1.0,3.4067
967,91,63,전공,1.5,5.5665
968,88,2,일반,0.5,4.9057
969,217,17,전공,1.5,12.4569
970,39,20,전공,1.5,12.0385
971,301,29,교양,1.0,7.1033
972,114,74,전공,1.5,3.9132
973,199,85,전공,1.5,2.2575
974,184,73,일반,0.5,1.3527
975,150,73,교양,1.0,2.7067
976,23,5,전공,1.5,14.3152
977,117,74,전공,1.5,3.9128
978,42,14,일반,0.5,4.3119
979,282,37,일반,0.5,3.1518
980,4,82,일반,0.5,1.0247
981,89,70,일반,0.5,1.5056
982,243,41,일반,0.5,2.9521
983,206,33,교양,1.0,6.7049
984,20,26,일반,0.5,3.725
985,144,48,교양,1.0,5.2069
986,142,23,전공,1.5,11.5606
987,181,16,일반,0.5,4.2028
988,187,57,교양,1.0,4.3053
989,133,69,전공,1.5,4.6613
990,5,40,전공,1.5,9.2994
991,240,33,일반,0.5,3.3521
992,300,43,일반,0.5,2.8517
993,130,58,교양,1.0,4.2077
994,213,10,교양,1.0,9.0047
995,221,50,교양,1.0,5.0045
996,105,41,전공,1.5,8.8643
997,33,74,일반,0.5,1.3151
998,168,35,전공,1.5,9.7589
999,114,79,전공,1.5,3.1632
1000,268,100,일반,0.5,0.0019
1001,143,7,전공,1.5,13.9605
1002,218,28,전공,1.5,10.8069
1003,267,21,전공,1.5,11.8556
1004,213,64,교양,1.0,3.6047
1005,328,13,일반,0.5,4.3515
1006,98,47,교양,1.0,5.3102
1007,151,9,일반,0.5,4.5533
1008,99,35,일반,0.5,3.255
1009,81,5,일반,0.5,4.7562
1010,318,71,전공,1.5,4.3547
1011,116,15,일반,0.5,4.2543
1012,24,90,일반,0.5,0.5208
1013,69,6,일반,0.5,4.7072
1014,174,73,교양,1.0,2.7057
1015,286,27,교양,1.0,7.3035
1016,104,39,일반,0.5,3.0548
1017,333,69,전공,1.5,4.6545
1018,192,7,일반,0.5,4.6526
1019,210,93,전공,1.5,1.0571
1020,228,97,일반,0.5,0.1522
1021,128,68,일반,0.5,1.6039
1022,73,71,전공,1.5,4.3705
1023,42,3,교양,1.0,9.7238
1024,263,68,전공,1.5,4.8057
1025,314,58,일반,0.5,2.1016
1026,41,17,전공,1.5,12.4866
1027,200,14,교양,1.0,8.605
1028,269,66,전공,1.5,5.1056
1029,293,76,교양,1.0,2.4034
1030,232,57,전공,1.5,6.4565
1031,199,72,교양,1.0,2.805
1032,28,4,일반,0.5,4.8179
1033,25,2,일반,0.5,4.92
1034,216,31,전공,1.5,10.3569
1035,336,77,교양,1.0,2.303
1036,225,55,교양,1.0,4.5044
1037,31,62,일반,0.5,1.9161
1038,194,86,전공,1.5,2.1077
1039,315,51,교양,1.0,4.9032
1040,175,12,전공,1.5,13.2086
1041,45,38,전공,1.5,9.3333
1042,264,54,일반,0.5,2.3019
1043,116,58,전공,1.5,6.3129
1044,194,61,전공,1.5,5.8577
1045,15,39,교양,1.0,6.1666
1046,97,40,교양,1.0,6.0103
1047,3,64,교양,1.0,3.9322
1048,28,100,일반,0.5,0.0179
1049,221,86,일반,0.5,0.7023
1050,134,8,일반,0.5,4.6037
1051,41,64,전공,1.5,5.4366
1052,22,29,교양,1.0,7.1454
1053,118,67,전공,1.5,4.9627
1054,139,52,일반,0.5,2.4036
1055,199,14,일반,0.5,4.3025
1056,86,28,일반,0.5,3.6058
1057,38,50,전공,1.5,7.5395
1058,60,74,교양,1.0,2.6167
1059,308,17,전공,1.5,12.4549
1060,125,29,전공,1.5,10.662
1061,169,84,전공,1.5,2.4089
1062,273,98,교양,1.0,0.2037
1063,276,72,전공,1.5,4.2054
1064,6,11,전공,1.5,13.5996
1065,225,48,전공,1.5,7.8067
1066,89,96,교양,1.0,0.4112
1067,258,71,교양,1.0,2.9039
1068,48,27,전공,1.5,10.9812
1069,249,47,교양,1.0,5.304
1070,242,41,일반,0.5,2.9521
1071,263,41,일반,0.5,2.9519
1072,29,14,교양,1.0,8.6345
1073,227,37,교양,1.0,6.3044
1074,303,53,교양,1.0,4.7033
1075,317,43,전공,1.5,8.5547
1076,30,51,전공,1.5,7.4
1077,122,53,교양,1.0,4.7082
1078,102,48,교양,1.0,5.2098
1079,22,18,전공,1.5,12.3682
1080,144,59,전공,1.5,6.1604
1081,234,35,일반,0.5,3.2521
1082,118,8,교양,1.0,9.2085
1083,36,22,전공,1.5,11.7417
1084,68,97,교양,1.0,0.3147
1085,99,40,전공,1.5,9.0151
1086,112,96,전공,1.5,0.6134
1087,148,97,교양,1.0,0.3068
1088,174,63,전공,1.5,5.5586
1089,331,66,일반,0.5,1.7015
1090,156,34,교양,1.0,6.6064
1091,111,9,전공,1.5,13.6635
1092,234,7,교양,1.0,9.3043
1093,83,71,전공,1.5,4.3681
1094,280,82,일반,0.5,0.9018
1095,79,88,전공,1.5,1.819
1096,294,92,전공,1.5,1.2051
1097,205,25,교양,1.0,7.5049
1098,316,87,전공,1.5,1.9547
1099,137,16,전공,1.5,12.6109
1100,65,23,교양,1.0,7.7154
1101,21,57,일반,0.5,2.1738
1102,332,16,일반,0.5,4.2015
1103,140,56,일반,0.5,2.2036
1104,323,85,일반,0.5,0.7515
1105,52,22,일반,0.5,3.9096
1106,149,38,전공,1.5,9.3101
1107,326,59,일반,0.5,2.0515
1108,240,42,일반,0.5,2.9021
1109,307,38,교양,1.0,6.2033
1110,85,37,교양,1.0,6.3118
1111,180,44,일반,0.5,2.8028
1112,39,18,교양,1.0,8.2256
1113,228,6,전공,1.5,14.1066
1114,266,50,일반,0.5,2.5019
1115,212,22,교양,1.0,7.8047
1116,21,26,전공,1.5,11.1714
1117,187,100,전공,1.5,0.008
1118,318,8,교양,1.0,9.2031
1119,201,94,일반,0.5,0.3025
1120,23,52,교양,1.0,4.8435
1121,107,62,교양,1.0,3.8093
1122,63,55,일반,0.5,2.2579
1123,250,74,교양,1.0,2.604
1124,50,73,일반,0.5,1.36
1125,19,22,교양,1.0,7.8526
1126,18,27,전공,1.5,11.0333
1127,309,68,일반,0.5,1.6016
1128,120,57,교양,1.0,4.3083
1129,6,92,일반,0.5,0.4832
1130,226,33,교양,1.0,6.7044
1131,212,20,교양,1.0,8.0047
1132,295,52,교양,1.0,4.8034
1133,291,34,교양,1.0,6.6034
1134,210,26,전공,1.5,11.1071
1135,114,19,일반,0.5,4.0544
1136,334,40,교양,1.0,6.003
1137,181,50,교양,1.0,5.0055
1138,304,40,일반,0.5,3.0016
1139,327,27,일반,0.5,3.6515
1140,66,22,교양,1.0,7.8151
1141,93,70,전공,1.5,4.5161
1142,277,40,일반,0.5,3.0018
1143,124,100,일반,0.5,0.004
1144,257,92,일반,0.5,0.4019
1145,264,49,교양,1.0,5.1038
1146,131,96,전공,1.5,0.6114
1147,209,95,교양,1.0,0.5048
1148,75,83,일반,0.5,0.8567
1149,82,90,교양,1.0,1.0122
1150,144,44,교양,1.0,5.6069
1151,287,76,전공,1.5,3.6052
1152,176,46,일반,0.5,2.7028
1153,127,29,교양,1.0,7.1079
1154,103,70,교양,1.0,3.0097
1155,93,29,전공,1.5,10.6661
1156,85,16,일반,0.5,4.2059
1157,153,53,일반,0.5,2.3533
1158,267,2,일반,0.5,4.9019
1159,263,97,일반,0.5,0.1519
1160,238,18,교양,1.0,8.2042
1161,154,42,전공,1.5,8.7097
1162,17,86,전공,1.5,2.1882
1163,261,83,일반,0.5,0.8519
1164,4,44,교양,1.0,5.8494
1165,328,74,전공,1.5,3.9046
1166,197,65,교양,1.0,3.5051
1167,108,36,교양,1.0,6.4093
1168,4,89,교양,1.0,1.3494
1169,228,74,전공,1.5,3.9066
1170,311,63,전공,1.5,5.5548
1171,6,11,일반,0.5,4.5332
1172,31,58,전공,1.5,6.3484
1173,254,2,교양,1.0,9.8039
1174,64,66,일반,0.5,1.7078
1175,213,68,교양,1.0,3.2047
1176,143,32,교양,1.0,6.807
1177,200,45,교양,1.0,5.505
1178,117,92,일반,0.5,0.4043
1179,194,39,일반,0.5,3.0526
1180,123,64,일반,0.5,1.8041
1181,249,60,교양,1.0,4.004
1182,86,84,일반,0.5,0.8058
1183,58,67,교양,1.0,3.3172
1184,268,36,교양,1.0,6.4037
1185,106,26,전공,1.5,11.1141
1186,46,41,일반,0.5,2.9609
1187,109,82,전공,1.5,2.7138
1188,334,50,일반,0.5,2.5015
1189,237,75,일반,0.5,1.2521
1190,263,68,일반,0.5,1.6019
1191,299,26,전공,1.5,11.105
1192,88,52,전공,1.5,7.217
1193,298,55,교양,1.0,4.5034
1194,178,3,전공,1.5,14.5584
1195,323,4,일반,0.5,4.8015
1196,176,63,일반,0.5,1.8528
1197,325,60,일반,0.5,2.0015
1198,84,80,일반,0.5,1.006
1199,87,17,교양,1.0,8.3115
1200,133,60,교양,1.0,4.0075
1201,35,33,일반,0.5,3.3643
1202,282,21,전공,1.5,11.8553
1203,278,10,교양,1.0,9.0036
1204,137,59,일반,0.5,2.0536
1205,124,15,전공,1.5,12.7621
1206,209,37,교양,1.0,6.3048
1207,75,78,전공,1.5,3.32
1208,239,58,일반,0.5,2.1021
1209,224,52,일반,0.5,2.4022
1210,133,64,전공,1.5,5.4113
1211,292,11,교양,1.0,8.9034
1212,259,35,전공,1.5,9.7558
1213,83,60,일반,0.5,2.006
1214,20,93,일반,0.5,0.375
1215,12,41,교양,1.0,5.9833
1216,235,84,전공,1.5,2.4064
1217,243,75,전공,1.5,3.7562
1218,119,15,교양,1.0,8.5084
1219,320,68,전공,1.5,4.8047
1220,153,3,일반,0.5,4.8533
1221,335,31,전공,1.5,10.3545
1222,205,73,교양,1.0,2.7049
1223,278,29,일반,0.5,3.5518
1224,310,65,일반,0.5,1.7516
1225,285,10,전공,1.5,13.5053
1226,130,30,교양,1.0,7.0077
1227,33,96,일반,0.5,0.2151
1228,246,8,전공,1.5,13.8061
1229,324,67,교양,1.0,3.3031
1230,83,90,전공,1.5,1.5181
1231,10,51,교양,1.0,4.9999
1232,238,38,전공,1.5,9.3063
1233,53,71,일반,0.5,1.4594
1234,62,64,교양,1.0,3.6161
1235,173,89,전공,1.5,1.6587
1236,264,98,전공,1.5,0.3057
1237,127,100,교양,1.0,0.0079
1238,1,68,교양,1.0,4.1901
1239,139,79,전공,1.5,3.1608
1240,98,84,전공,1.5,2.4153
1241,150,31,전공,1.5,10.36
1242,71,89,교양,1.0,1.1141
1243,192,31,교양,1.0,6.9052
1244,47,46,일반,0.5,2.7106
1245,24,86,교양,1.0,1.4416
1246,326,35,교양,1.0,6.5031
1247,43,60,교양,1.0,4.0233
1248,190,89,전공,1.5,1.6579
1249,279,8,교양,1.0,9.2036
1250,312,62,일반,0.5,1.9016
1251,245,42,일반,0.5,2.902
1252,84,75,일반,0.5,1.256
1253,6,99,전공,1.5,0.3996
1254,5,38,일반,0.5,3.1998
1255,17,5,일반,0.5,4.7794
1256,219,40,전공,1.5,9.0068
1257,17,20,일반,0.5,4.0294
1258,21,46,전공,1.5,8.1714
1259,127,36,전공,1.5,9.6118
1260,28,97,전공,1.5,0.5036
1261,279,77,교양,1.0,2.3036
1262,244,38,일반,0.5,3.102
1263,323,44,교양,1.0,5.6031
1264,76,13,교양,1.0,8.7132
1265,138,85,일반,0.5,0.7536
1266,6,79,일반,0.5,1.1332
1267,252,78,교양,1.0,2.204
1268,164,78,교양,1.0,2.2061
1269,125,34,교양,1.0,6.608
1270,264,41,전공,1.5,8.8557
1271,169,4,교양,1.0,9.6059
1272,175,34,일반,0.5,3.3029
1273,255,56,교양,1.0,4.4039
1274,217,89,교양,1.0,1.1046
1275,261,15,교양,1.0,8.5038
1276,117,19,전공,1.5,12.1628
1277,9,31,일반,0.5,3.5055
1278,34,39,전공,1.5,9.1941
1279,3,73,교양,1.0,3.0322
1280,51,40,전공,1.5,9.0294
1281,36,85,일반,0.5,0.7639
1282,198,62,전공,1.5,5.7076
1283,157,47,일반,0.5,2.6532
1284,268,40,일반,0.5,3.0019
1285,228,43,일반,0.5,2.8522
1286,131,93,일반,0.5,0.3538
1287,279,98,전공,1.5,0.3054
1288,49,68,교양,1.0,3.2204
1289,206,29,교양,1.0,7.1049
1290,144,21,일반,0.5,3.9535
1291,291,74,전공,1.5,3.9052
1292,296,58,교양,1.0,4.2034
1293,282,65,전공,1.5,5.2553
1294,232,82,일반,0.5,0.9022
1295,78,45,교양,1.0,5.5128
1296,223,16,전공,1.5,12.6067
1297,45,46,일반,0.5,2.7111
1298,322,99,일반,0.5,0.0516
1299,222,79,일반,0.5,1.0523
1300,131,5,교양,1.0,9.5076
1301,201,15,전공,1.5,12.7575
1302,100,95,전공,1.5,0.765
1303,14,4,전공,1.5,14.5071
1304,83,81,일반,0.5,0.956
1305,140,18,교양,1.0,8.2071
1306,38,33,교양,1.0,6.7263
1307,213,41,전공,1.5,8.857
1308,27,81,교양,1.0,1.937
1309,141,70,교양,1.0,3.0071
1310,57,91,전공,1.5,1.3763
1311,116,37,일반,0.5,3.1543
1312,286,6,교양,1.0,9.4035
1313,124,8,교양,1.0,9.2081
1314,166,41,교양,1.0,5.906
1315,134,37,전공,1.5,9.4612
1316,62,49,전공,1.5,7.6742
1317,248,57,교양,1.0,4.304
1318,177,76,전공,1.5,3.6085
1319,120,55,전공,1.5,6.7625
1320,177,75,일반,0.5,1.2528
1321,57,15,교양,1.0,8.5175
1322,163,81,전공,1.5,2.8592
1323,83,90,교양,1.0,1.012
1324,295,7,일반,0.5,4.6517
1325,160,88,전공,1.5,1.8094
1326,201,41,전공,1.5,8.8575
1327,268,88,일반,0.5,0.6019
1328,66,18,교양,1.0,8.2151
1329,27,88,교양,1.0,1.237
1330,113,87,전공,1.5,1.9633
1331,307,34,교양,1.0,6.6033
1332,98,3,전공,1.5,14.5653
1333,286,84,교양,1.0,1.6035
1334,222,44,전공,1.5,8.4068
1335,99,9,일반,0.5,4.555
1336,13,82,전공,1.5,2.8153
1337,315,87,전공,1.5,1.9548
1338,28,8,전공,1.5,13.8536
1339,233,71,교양,1.0,2.9043
1340,165,40,교양,1.0,6.0061
1341,116,20,교양,1.0,8.0086
1342,46,27,전공,1.5,10.9826
1343,82,20,일반,0.5,4.0061
1344,43,6,일반,0.5,4.7116
1345,131,80,전공,1.5,3.0114
1346,34,59,전공,1.5,6.1941
1347,319,51,일반,0.5,2.4516
1348,100,66,전공,1.5,5.115
1349,100,33,일반,0.5,3.355
1350,132,54,일반,0.5,2.3038
1351,199,46,일반,0.5,2.7025
1352,168,88,전공,1.5,1.8089
1353,157,45,교양,1.0,5.5064
1354,189,34,교양,1.0,6.6053
1355,28,63,일반,0.5,1.8679
1356,314,66,교양,1.0,3.4032
1357,160,28,일반,0.5,3.6031
1358,182,82,전공,1.5,2.7082
1359,136,65,전공,1.5,5.261
1360,315,35,일반,0.5,3.2516
1361,300,44,일반,0.5,2.8017
1362,221,94,전공,1.5,0.9068
1363,190,13,교양,1.0,8.7053
1364,11,77,교양,1.0,2.3908
1365,50,52,일반,0.5,2.41
1366,267,98,교양,1.0,0.2037
1367,76,39,일반,0.5,3.0566
1368,131,9,교양,1.0,9.1076
1369,168,49,일반,0.5,2.553
1370,249,15,일반,0.5,4.252
1371,6,61,교양,1.0,4.0664
1372,256,48,교양,1.0,5.2039
1373,303,4,일반,0.5,4.8017
1374,115,43,전공,1.5,8.563
1375,70,86,교양,1.0,1.4143
1376,222,4,전공,1.5,14.4068
1377,38,85,일반,0.5,0.7632
1378,318,34,교양,1.0,6.6031
1379,219,24,전공,1.5,11.4068
1380,220,100,교양,1.0,0.0045
1381,129,98,일반,0.5,0.1039
1382,171,22,일반,0.5,3.9029
1383,257,23,일반,0.5,3.8519
1384,275,63,교양,1.0,3.7036
1385,28,68,일반,0.5,1.6179
1386,1,84,전공,1.5,3.8851
1387,208,26,일반,0.5,3.7024
1388,18,37,전공,1.5,9.5333
1389,280,93,교양,1.0,0.7036
1390,242,99,교양,1.0,0.1041
1391,142,29,교양,1.0,7.107
1392,108,25,일반,0.5,3.7546
1393,317,51,교양,1.0,4.9032
1394,248,91,일반,0.5,0.452
1395,64,56,일반,0.5,2.2078
1396,181,18,전공,1.5,12.3083
1397,200,40,일반,0.5,3.0025
1398,273,21,전공,1.5,11.8555
1399,229,80,전공,1.5,3.0065
1400,95,87,교양,1.0,1.3105
1401,130,59,전공,1.5,6.1615
1402,326,19,전공,1.5,12.1546
1403,291,74,일반,0.5,1.3017
1404,297,56,교양,1.0,4.4034
1405,194,91,교양,1.0,0.9052
1406,327,2,일반,0.5,4.9015
1407,148,37,일반,0.5,3.1534
1408,321,92,일반,0.5,0.4016
1409,36,65,일반,0.5,1.7639
1410,174,74,전공,1.5,3.9086
1411,332,29,전공,1.5,10.6545
1412,18,39,일반,0.5,3.0778
1413,12,7,교양,1.0,9.3833
1414,73,98,일반,0.5,0.1068
1415,209,89,일반,0.5,0.5524
1416,239,90,일반,0.5,0.5021
1417,24,29,전공,1.5,10.7125
1418,124,78,전공,1.5,3.3121
1419,314,70,전공,1.5,4.5048
1420,202,1,일반,0.5,4.9525
1421,136,74,전공,1.5,3.911
1422,328,25,일반,0.5,3.7515
1423,149,23,교양,1.0,7.7067
1424,234,61,전공,1.5,5.8564
1425,110,40,교양,1.0,6.0091
1426,139,83,일반,0.5,0.8536
1427,165,46,전공,1.5,8.1091
1428,295,42,교양,1.0,5.8034
1429,309,2,교양,1.0,9.8032
1430,118,32,교양,1.0,6.8085
1431,264,49,일반,0.5,2.5519
1432,181,97,교양,1.0,0.3055
1433,104,2,전공,1.5,14.7144
1434,174,21,일반,0.5,3.9529
1435,197,52,교양,1.0,4.8051
1436,186,70,일반,0.5,1.5027
1437,291,61,전공,1.5,5.8552
1438,293,71,일반,0.5,1.4517
1439,335,14,일반,0.5,4.3015
1440,41,91,일반,0.5,0.4622
1441,74,0,교양,1.0,10.0135
1442,215,52,교양,1.0,4.8047
1443,58,97,전공,1.5,0.4759
1444,90,99,일반,0.5,0.0556
1445,111,60,전공,1.5,6.0135
1446,326,66,전공,1.5,5.1046
1447,135,19,일반,0.5,4.0537
1448,46,24,전공,1.5,11.4326
1449,167,90,일반,0.5,0.503
1450,160,12,전공,1.5,13.2094
1451,84,58,교양,1.0,4.2119
1452,136,79,일반,0.5,1.0537
1453,152,98,교양,1.0,0.2066
1454,180,64,전공,1.5,5.4083
1455,162,81,일반,0.5,0.9531
1456,196,88,전공,1.5,1.8077
1457,128,34,일반,0.5,3.3039
1458,323,84,전공,1.5,2.4046
1459,148,87,일반,0.5,0.6534
1460,211,47,교양,1.0,5.3047
1461,314,15,전공,1.5,12.7548
1462,295,81,교양,1.0,1.9034
1463,230,61,교양,1.0,3.9043
1464,50,26,일반,0.5,3.71
1465,189,29,전공,1.5,10.6579
1466,112,40,일반,0.5,3.0045
1467,41,27,일반,0.5,3.6622
1468,23,81,일반,0.5,0.9717
1469,44,22,일반,0.5,3.9114
1470,30,45,일반,0.5,2.7667
1471,133,54,일반,0.5,2.3038
1472,92,60,교양,1.0,4.0109
1473,319,16,전공,1.5,12.6047
1474,284,43,전공,1.5,8.5553
1475,160,25,전공,1.5,11.2594
1476,202,88,교양,1.0,1.205
1477,232,34,교양,1.0,6.6043
1478,150,90,교양,1.0,1.0067
1479,43,12,교양,1.0,8.8233
1480,251,53,일반,0.5,2.352
1481,321,82,교양,1.0,1.8031
1482,151,15,일반,0.5,4.2533
1483,302,72,일반,0.5,1.4017
1484,295,17,교양,1.0,8.3034
1485,187,12,교양,1.0,8.8053
1486,159,21,일반,0.5,3.9531
1487,221,73,일반,0.5,1.3523
1488,94,4,교양,1.0,9.6106
1489,274,32,일반,0.5,3.4018
1490,184,58,일반,0.5,2.1027
1491,92,80,일반,0.5,1.0054
1492,49,31,전공,1.5,10.3806
1493,113,66,일반,0.5,1.7044
1494,54,5,일반,0.5,4.7593
1495,82,57,교양,1.0,4.3122
1496,62,98,일반,0.5,0.1081
1497,21,28,일반,0.5,3.6238
1498,100,83,교양,1.0,1.71
1499,131,95,교양,1.0,0.5076
1500,204,75,일반,0.5,1.2525
1501,275,24,전공,1.5,11.4055
1502,44,5,전공,1.5,14.2841
1503,160,73,교양,1.0,2.7062
1504,111,92,일반,0.5,0.4045
1505,246,24,일반,0.5,3.802
1506,301,55,일반,0.5,2.2517
1507,229,54,전공,1.5,6.9065
1508,178,55,교양,1.0,4.5056
1509,165,2,전공,1.5,14.7091
1510,219,3,일반,0.5,4.8523
1511,319,80,전공,1.5,3.0047
1512,136,48,교양,1.0,5.2074
1513,270,100,교양,1.0,0.0037
1514,7,26,일반,0.5,3.7713
1515,59,52,교양,1.0,4.8169
1516,95,74,교양,1.0,2.6105
1517,67,73,일반,0.5,1.3575
1518,44,40,교양,1.0,6.0227
1519,261,18,전공,1.5,12.3057
1520,7,24,전공,1.5,11.614
1521,243,28,전공,1.5,10.8062
1522,150,22,교양,1.0,7.8067
1523,5,2,일반,0.5,4.9998
1524,301,93,전공,1.5,1.055
1525,89,72,일반,0.5,1.4056
1526,14,76,전공,1.5,3.7071
1527,81,45,교양,1.0,5.5123
1528,203,95,일반,0.5,0.2525
